train_id,region,season,train_type,train_age_years,average_speed_kmph,distance_travelled_km,ambient_temperature_c,humidity_percent,rainfall_mm,wheel_wear_percent,track_vibration_level,rail_wear_mm,bearing_temperature_c,axle_temperature_c,brake_pad_wear_percent,brake_pressure_psi,battery_voltage,last_maintenance_days,sensor_health_index,inspection_score,delay_minutes,failure_type,maintenance_required,failure_severity,risk_score
37632,Western Railway,Summer,Freight,9,74.32087709649132,163562,33.6,54.8,3.5,52.0,4.88,3.28,89.0,73.1,28.3,98.6,25.93,278,50.4,67.4,8.6,None,0,None,75.2
37633,Eastern Railway,Monsoon,Freight,16,47.0952887435281,301586,29.1,89.4,93.5,31.1,1.93,9.13,70.6,55.1,35.9,93.7,22.92,227,69.6,60.7,40.6,None,0,None,68.0
37634,Southern Railway,Summer,Passenger,22,60.48376071706152,65933,31.8,62.7,4.7,46.4,4.25,11.52,81.6,66.5,39.9,102.4,27.32,110,78.9,73.6,3.4,Signal Failure,1,Low,64.5
37635,Central Railway,Winter,Express,23,98.83235392461019,211290,25.7,41.9,0.2,71.1,3.98,10.16,78.4,76.9,79.7,76.5,24.66,280,51.3,48.9,9.9,None,0,None,94.8
37636,Southern Railway,Summer,Passenger,26,85.49553158315761,78878,29.7,70.3,11.9,43.0,4.5,12.52,64.6,63.0,73.6,77.6,24.44,132,59.5,56.3,6.2,None,0,None,81.4
37637,Northern Railway,Monsoon,Passenger,2,69.37719491363777,69610,31.1,82.6,64.4,5.0,1.05,3.39,67.5,51.5,29.1,93.3,26.17,357,13.1,40.0,43.0,Wheel Defect,1,Low,85.7
37638,South Central Railway,Monsoon,Passenger,23,81.75248025529226,88462,26.5,,94.3,40.6,3.54,10.3,72.2,66.3,38.7,96.7,24.26,273,48.6,51.6,33.5,None,0,None,80.7
37639,South Central Railway,Summer,Passenger,30,103.90726701063306,73100,25.9,66.8,1.5,75.6,4.93,16.35,97.4,92.0,95.3,66.1,23.19,293,62.4,55.0,11.1,Track Defect,1,Low,92.5
37640,Eastern Railway,Monsoon,Passenger,21,64.79424597060421,100312,26.2,65.7,8.1,35.0,3.66,12.51,75.7,74.3,60.8,90.7,24.65,6,100.0,87.8,63.1,None,0,None,52.7
37641,Central Railway,Winter,Freight,4,49.963908917035745,70738,23.0,65.0,0.1,29.5,,3.69,71.2,57.3,45.8,98.6,21.91,71,85.8,85.0,17.0,None,0,None,54.5
37642,Southern Railway,Winter,Passenger,22,62.04971910410296,60479,17.9,42.9,0.4,31.1,1.92,10.72,84.4,52.8,38.2,108.4,25.37,190,62.6,62.9,4.5,None,0,None,69.6
37643,South Central Railway,Monsoon,Freight,12,31.25205450782328,38497,27.4,97.0,62.4,37.4,2.69,11.35,,76.7,34.9,104.5,,205,68.2,75.6,32.3,None,0,None,63.9
37644,Eastern Railway,Summer,Freight,34,50.81034502974642,66873,43.2,65.3,1.2,61.3,4.8,19.75,79.8,64.6,72.0,80.0,24.42,188,62.3,63.8,6.5,Track Defect,1,Low,81.9
37645,Western Railway,Summer,Passenger,21,71.01565278323598,81126,33.9,,,32.8,2.99,9.49,69.8,51.7,60.2,78.1,23.54,349,36.2,40.0,10.5,None,0,None,90.4
37646,Southern Railway,Monsoon,Passenger,31,103.92243853796654,57531,21.8,74.8,115.7,51.0,4.11,11.42,81.1,74.1,71.0,84.5,24.11,68,96.6,69.1,29.6,None,0,None,66.8
37647,Central Railway,Summer,Express,28,71.96085422223095,73850,38.2,65.6,10.7,48.1,2.63,17.53,76.2,72.4,36.0,104.6,24.6,107,73.8,74.5,5.9,Track Defect,1,Low,65.5
37648,South Central Railway,Summer,Freight,9,55.04219929759811,106810,37.7,62.3,1.7,34.1,1.74,9.4,72.9,68.6,12.1,118.2,25.22,60,82.8,77.8,11.2,None,0,None,54.4
37649,Northern Railway,Summer,Metro,29,56.83173781432327,87061,24.8,56.3,19.4,70.0,4.89,10.36,102.3,64.1,53.7,93.5,21.89,146,93.0,66.8,13.9,Brake Failure,1,High,71.0
37650,Northern Railway,Winter,Passenger,33,87.03423631126647,31137,25.9,44.9,1.8,65.5,5.95,17.98,96.2,76.0,68.1,63.1,24.36,76,67.4,74.8,7.0,Track Defect,1,Medium,76.4
37651,Eastern Railway,Monsoon,Passenger,32,51.57429073004239,23391,23.5,94.3,93.8,51.9,4.13,15.01,88.6,68.2,77.5,81.5,25.0,47,93.5,90.4,26.9,Track Defect,1,High,60.4
37652,Southern Railway,Monsoon,Passenger,27,90.602902510055,185299,33.5,,61.6,72.7,5.53,11.51,103.5,72.1,40.5,95.9,22.9,50,94.7,85.4,19.3,None,0,None,61.7
37653,Eastern Railway,Monsoon,Freight,22,60.326564082608826,178186,33.7,91.0,90.0,53.9,4.41,10.48,68.4,65.1,11.1,109.3,21.59,219,57.8,60.1,8.5,Signal Failure,1,High,73.8
37654,Northern Railway,Monsoon,Passenger,22,55.847781626511804,33937,29.1,92.5,66.0,68.2,4.57,13.53,86.4,73.2,54.6,70.1,23.54,206,72.0,76.8,54.1,None,0,None,72.9
37655,Eastern Railway,Winter,Passenger,22,62.129325202777,54329,22.4,45.8,5.3,40.0,4.82,7.75,86.9,62.1,40.5,90.1,24.73,363,36.1,61.1,3.7,Wheel Defect,1,Low,80.8
37656,Eastern Railway,Summer,Express,19,118.16753387926323,309616,41.1,44.8,3.5,48.7,3.49,11.25,,85.0,45.4,87.3,23.34,350,45.6,52.0,16.4,None,0,None,84.5
37657,Western Railway,Monsoon,Metro,29,86.18970536776075,64597,32.2,79.6,39.2,56.0,4.09,14.85,75.2,72.2,39.7,98.8,25.62,80,80.9,78.8,22.1,Track Defect,1,High,64.2
37658,Eastern Railway,Monsoon,Express,22,98.55825324500933,166422,20.9,,58.0,47.0,3.14,8.84,69.1,84.3,42.7,101.5,23.75,148,77.1,71.0,32.0,Wheel Defect,1,Low,66.6
37659,Northern Railway,Monsoon,Freight,6,49.28181155440072,68445,35.1,79.2,76.0,16.0,2.13,3.39,60.1,47.4,43.7,94.1,25.24,115,70.8,60.8,41.9,None,0,None,65.0
37660,Northern Railway,Winter,Metro,24,67.70868537986979,155975,27.6,33.6,0.7,58.2,3.98,10.39,89.8,66.5,52.1,99.4,25.85,275,42.4,47.9,4.2,None,0,None,90.5
37661,Eastern Railway,Summer,Passenger,30,63.01670542630005,186949,32.4,44.1,8.5,56.7,4.51,12.04,82.1,58.1,50.3,85.7,25.65,300,46.4,48.5,3.6,None,0,None,88.4
37662,Southern Railway,Monsoon,Passenger,16,63.02640120337532,58464,29.6,81.5,50.6,48.0,3.3,8.38,79.5,60.4,57.0,82.3,24.62,337,44.8,57.3,54.0,Wheel Defect,1,High,84.2
37663,Eastern Railway,Winter,Freight,11,57.3585595389965,249034,22.4,45.8,1.1,26.8,2.48,10.22,73.7,57.0,6.9,104.9,23.01,27,99.0,100.0,1.3,None,0,None,38.0
37664,Eastern Railway,Winter,Freight,31,52.42883406552374,213517,12.7,44.5,1.2,51.9,3.55,11.34,79.2,59.2,66.4,73.6,24.14,90,76.5,83.9,13.6,Track Defect,1,Medium,66.4
37665,Southern Railway,Summer,Passenger,14,67.7560896398704,198221,50.7,68.0,12.4,35.0,3.79,6.68,60.8,60.1,6.9,116.7,25.77,262,53.6,53.9,8.9,Bearing Failure,1,High,72.2
37666,Central Railway,Summer,Metro,29,56.67659942821846,36927,39.5,46.9,11.5,37.6,1.93,12.56,68.8,62.1,58.1,94.2,24.58,47,97.2,72.9,5.2,None,0,None,59.8
37667,Northern Railway,Monsoon,Passenger,3,71.87092442523053,67617,33.6,64.2,,0.0,1.46,2.76,45.9,55.7,31.3,109.6,18.91,16,80.7,78.9,4.5,Track Defect,1,Low,48.9
37668,Western Railway,Monsoon,Metro,28,60.11661583176098,51779,33.1,95.7,62.6,53.3,4.03,11.1,92.1,73.0,59.0,90.0,22.34,22,93.8,88.9,27.0,None,0,None,58.5
37669,Northern Railway,Monsoon,Express,34,112.16293541983217,82353,24.3,87.2,35.0,76.8,6.72,11.73,,75.3,77.7,79.3,25.31,104,92.2,83.9,70.1,None,0,None,69.7
37670,Northern Railway,Monsoon,Express,16,112.15977438014907,76770,34.9,65.1,58.7,39.9,3.47,8.34,65.7,63.0,71.9,75.7,25.04,71,99.5,98.4,14.2,Brake Failure,1,High,51.6
37671,South Central Railway,Summer,Freight,5,62.94709349778533,75279,37.9,52.8,3.9,31.6,3.79,4.3,,63.8,36.9,100.1,20.58,21,96.6,80.1,6.6,None,0,None,52.4
37672,Western Railway,Winter,Passenger,21,71.83620700562827,17155,14.7,47.7,3.4,55.3,4.54,7.19,,60.5,53.0,78.5,24.1,241,52.3,61.8,7.3,None,0,None,81.4
37673,Central Railway,Summer,Passenger,9,73.72985566858931,50245,30.6,41.0,3.9,55.5,3.74,6.29,72.9,66.2,6.0,126.4,21.45,233,47.4,50.8,9.8,None,0,None,80.2
37674,Southern Railway,Summer,Metro,16,58.59459635686644,21782,37.0,67.1,0.8,39.2,3.29,9.86,,56.0,47.6,80.5,26.4,292,31.4,45.2,1.9,None,0,None,89.4
37675,Eastern Railway,Monsoon,Express,13,97.81412645693683,155545,21.9,96.4,,18.0,1.64,7.29,61.0,62.9,37.2,83.2,23.1,249,56.7,57.0,35.0,None,0,None,70.3
37676,Northern Railway,Monsoon,Passenger,12,71.07729369487075,48444,31.4,93.5,67.1,22.9,0.34,5.21,76.5,59.0,22.8,122.6,25.1,363,35.5,42.8,31.1,None,0,None,81.4
37677,Northern Railway,Winter,Metro,9,82.7399086419359,739512,24.3,37.6,4.1,41.0,5.03,10.86,70.2,79.5,18.6,106.7,24.15,99,71.7,70.1,5.2,None,0,None,63.5
37678,South Central Railway,Monsoon,Passenger,9,67.37515908399706,281964,27.9,80.5,39.3,43.5,2.8,3.44,76.6,61.6,24.2,114.9,,117,72.0,76.9,5.2,None,0,None,62.1
37679,Southern Railway,Winter,Passenger,1,71.15627641984128,674132,26.0,32.7,0.0,9.9,,7.83,57.5,53.6,2.9,114.4,24.8,176,63.6,55.1,7.3,Track Defect,1,Low,61.8
37680,Western Railway,Summer,Express,25,118.33697682312763,124345,38.5,54.0,,61.5,2.56,16.46,,67.1,62.9,90.4,23.64,167,66.4,52.5,8.5,Track Defect,1,Low,83.9
37681,Central Railway,Summer,Express,21,108.88584150519598,752865,38.5,57.7,2.0,76.0,6.86,12.46,81.6,71.0,54.0,80.6,22.93,174,67.1,61.1,6.3,Bearing Failure,1,Medium,82.5
37682,Western Railway,Winter,Passenger,22,74.19879457319121,138065,16.1,63.0,2.1,41.0,3.02,10.35,79.6,58.8,25.7,101.4,23.27,161,57.3,65.9,8.6,None,0,None,70.6
37683,Northern Railway,Monsoon,Freight,12,56.3656595809658,116043,24.2,75.3,,29.6,2.51,9.15,70.6,70.7,35.2,105.0,24.62,96,82.1,65.1,27.8,None,0,None,62.0
37684,Western Railway,Winter,Express,6,77.92062698266989,257860,16.7,54.6,0.2,5.4,0.79,2.83,62.4,58.4,16.2,101.8,22.95,88,100.0,85.2,13.3,None,0,None,39.7
37685,Western Railway,Monsoon,Express,10,121.34877720140426,269186,29.0,93.5,41.1,35.1,3.44,5.79,91.3,61.6,53.7,92.1,22.1,221,57.3,57.2,62.0,None,0,None,76.8
37686,South Central Railway,Monsoon,Passenger,12,71.81156494773089,152400,25.7,100.0,22.2,32.2,3.63,8.67,81.3,57.6,15.1,127.9,22.14,85,88.1,90.7,12.7,None,0,None,47.6
37687,Western Railway,Summer,Passenger,33,76.480063126654,60150,38.5,74.6,7.2,64.3,5.8,12.33,,67.4,97.6,66.7,27.53,159,60.2,61.4,10.0,Brake Failure,1,Critical,88.1
37688,Central Railway,Summer,Express,32,123.46181168639201,118850,37.6,55.5,4.1,63.7,5.35,14.4,72.6,84.9,59.3,89.5,24.58,205,66.8,63.7,28.7,Track Defect,1,Medium,79.3
37689,Western Railway,Summer,Express,30,85.2845416870104,51927,41.1,66.5,5.5,53.8,4.3,15.0,83.7,78.4,64.9,93.2,25.83,248,26.4,40.0,8.7,Track Defect,1,Low,99.3
37690,Central Railway,Summer,Freight,13,45.89304234008161,79231,40.9,55.8,2.1,25.7,4.53,6.59,83.9,45.8,48.4,95.6,24.68,356,37.3,57.3,0.4,None,0,None,79.6
37691,Northern Railway,Summer,Passenger,30,82.95637928436486,225541,51.2,65.4,3.4,66.7,5.05,16.57,88.0,71.7,85.4,66.6,25.74,318,32.1,52.0,9.1,Track Defect,1,Critical,99.1
37692,Southern Railway,Winter,Metro,17,63.422752845556715,104581,21.4,,1.7,39.7,3.6,13.16,74.1,58.2,53.1,84.7,22.98,81,73.6,79.5,14.0,None,0,None,64.0
37693,Southern Railway,Monsoon,Passenger,14,92.43808957132117,45737,32.0,78.7,102.8,18.6,3.5,7.65,68.0,58.9,16.5,113.0,24.16,171,72.6,84.8,26.1,None,0,None,51.4
37694,South Central Railway,Summer,Freight,32,67.00130913792123,178443,32.4,49.1,1.9,65.0,4.77,13.37,70.7,77.0,71.9,85.4,25.16,186,57.2,67.9,14.0,None,0,None,82.7
37695,Northern Railway,Winter,Freight,23,46.35795222023247,88536,21.7,53.7,2.0,29.4,,10.18,64.9,58.6,42.3,101.0,25.5,251,46.1,66.8,16.9,None,0,None,73.1
37696,South Central Railway,Monsoon,Passenger,33,77.64655908424574,389550,32.4,96.9,113.9,,6.23,13.19,98.4,66.5,70.4,85.2,23.83,137,63.7,58.2,24.4,Bearing Failure,1,Low,87.7
37697,Northern Railway,Summer,Passenger,27,84.42958849867159,119570,38.4,55.7,3.2,49.3,3.97,13.03,,65.9,56.4,78.7,20.9,145,76.0,70.6,3.5,None,0,None,69.7
37698,South Central Railway,Monsoon,Express,28,95.1863968645506,67348,28.8,,96.8,61.7,4.68,12.63,82.4,62.9,70.5,77.4,22.28,122,80.5,77.2,17.3,None,0,None,71.0
37699,Western Railway,Summer,Freight,32,43.05203255249686,56589,34.3,64.4,15.7,52.7,3.53,13.43,,62.2,75.7,81.3,24.87,222,36.9,51.6,15.2,None,0,None,92.8
37700,Central Railway,Winter,Metro,11,39.37255786648564,220793,26.2,43.8,,42.9,3.69,13.67,80.0,68.4,43.9,104.2,23.78,142,68.5,61.5,17.3,None,0,None,72.2
37701,Eastern Railway,Monsoon,Express,30,93.30059005029435,89694,29.4,75.7,19.2,43.9,3.63,20.65,83.0,71.9,60.4,92.3,22.56,250,56.2,59.4,31.1,Track Defect,1,Low,79.4
37702,Central Railway,Winter,Passenger,20,87.93118766230954,166665,16.7,56.2,8.1,50.0,3.49,7.09,71.1,69.8,42.9,90.2,24.35,328,29.3,45.5,5.7,Signal Failure,1,Low,91.9
37703,Central Railway,Summer,Passenger,4,87.34240150342544,107076,28.5,63.1,8.0,24.9,2.27,4.88,75.4,71.7,40.5,93.1,26.59,303,23.3,40.0,5.6,None,0,None,89.3
37704,Northern Railway,Summer,Express,33,77.57759142822502,23874,39.0,65.6,6.0,66.5,4.37,14.36,77.3,79.7,59.9,66.5,23.95,324,51.5,62.7,12.9,Track Defect,1,Medium,85.1
37705,Southern Railway,Summer,Passenger,11,85.65505668412106,45552,38.8,60.6,9.6,14.9,1.52,4.49,56.2,54.1,24.8,114.8,25.42,43,99.1,97.4,9.5,None,0,None,38.7
37706,Eastern Railway,Summer,Express,1,91.28743994698127,28150,37.8,52.7,4.0,0.0,1.33,2.45,62.1,47.1,0.0,128.9,25.92,94,78.3,68.0,7.4,None,0,None,49.3
37707,Central Railway,Monsoon,Freight,24,50.75859587909612,178180,28.9,87.1,66.3,45.7,4.15,13.09,73.9,68.7,65.0,80.5,26.03,282,52.0,54.1,18.5,Track Defect,1,High,83.9
37708,South Central Railway,Summer,Passenger,31,53.395177826933605,44433,47.8,67.4,12.8,56.6,3.83,14.51,81.2,66.9,74.4,98.2,25.06,316,51.5,53.4,8.5,Track Defect,1,Low,88.5
37709,Central Railway,Summer,Freight,14,59.266977497918255,58843,38.7,64.0,5.5,41.7,2.51,5.23,62.6,70.6,24.4,108.6,22.23,276,41.8,53.4,17.9,None,0,None,80.2
37710,Southern Railway,Winter,Express,4,122.52694639391484,86965,18.8,53.6,2.8,5.7,,6.97,55.8,68.3,7.0,118.9,23.32,189,68.8,60.9,7.3,Bearing Failure,1,Medium,57.5
37711,Central Railway,Winter,Express,1,98.68554476409825,227417,18.2,69.9,4.0,26.9,2.25,7.34,76.4,56.0,30.4,112.0,22.09,272,45.9,53.0,4.2,None,0,None,76.3
37712,Central Railway,Monsoon,Passenger,8,101.02559486790784,65849,21.0,82.9,43.1,32.0,4.6,4.49,82.2,59.5,37.7,91.7,26.08,221,55.1,63.9,34.6,None,0,None,71.5
37713,Central Railway,Winter,Freight,32,54.043374731129845,10101,20.5,40.8,1.0,65.5,5.04,14.61,90.7,68.0,59.7,86.9,26.71,293,14.7,40.0,5.9,Track Defect,1,Medium,100.0
37714,Western Railway,Winter,Express,22,105.47029244074724,138523,14.1,53.0,1.7,46.4,3.24,8.94,72.6,49.9,29.6,102.1,23.31,190,66.2,68.6,11.9,None,0,None,68.7
37715,Central Railway,Winter,Passenger,12,79.49249336029635,94834,14.4,20.1,0.6,24.2,2.7,6.36,71.5,68.3,46.1,94.3,24.76,94,83.6,91.7,3.8,Brake Failure,1,Medium,51.2
37716,Northern Railway,Monsoon,Passenger,16,90.04180884918429,592057,22.8,83.7,79.0,53.8,4.37,11.92,76.9,65.6,41.1,92.7,24.0,300,36.6,44.6,31.9,None,0,None,90.8
37717,Eastern Railway,Winter,Metro,6,73.16790480203154,52755,19.3,62.6,2.8,38.8,3.96,7.41,85.7,55.8,19.2,102.9,24.49,232,63.4,60.5,6.3,Wheel Defect,1,Low,69.4
37718,Eastern Railway,Monsoon,Passenger,16,86.64292476995497,155025,32.7,62.8,83.8,50.7,5.23,8.92,88.2,71.0,78.6,73.2,24.95,144,66.0,49.0,9.2,Bearing Failure,1,High,85.1
37719,Southern Railway,Monsoon,Passenger,32,79.0632002771853,85772,33.2,76.8,48.9,83.8,5.41,10.8,195.84,78.9,65.1,73.8,27.9,223,45.6,49.7,5.1,None,0,None,97.2
37720,Western Railway,Winter,Freight,34,48.17013710237588,198065,15.6,39.8,3.5,77.0,5.01,22.03,97.3,84.6,54.8,92.1,23.0,109,82.5,94.4,7.4,Track Defect,1,High,65.0
37721,Eastern Railway,Summer,Passenger,9,74.53170195817312,49411,43.1,40.2,8.7,35.8,3.24,3.49,76.6,52.1,45.5,104.9,24.62,322,31.4,40.0,0.8,None,0,None,90.4
37722,Eastern Railway,Monsoon,Metro,16,71.66019007910337,88387,35.2,,45.8,27.1,2.62,13.2,72.8,71.6,42.3,90.0,26.74,315,45.2,57.8,18.8,None,0,None,76.4
37723,Eastern Railway,Summer,Freight,8,48.68641740607483,22903,40.8,61.2,6.7,27.2,,8.28,73.0,60.0,13.9,112.4,26.86,326,42.6,51.6,5.6,None,0,None,75.5
37724,Southern Railway,Summer,Metro,19,74.04066619367252,67089,42.2,76.2,,47.1,3.0,8.43,84.4,56.8,37.5,105.8,24.68,247,51.8,62.4,3.7,None,0,None,76.9
37725,Eastern Railway,Winter,Metro,11,67.47213445800058,46189,26.7,,5.1,38.7,3.33,5.29,80.5,62.0,17.4,114.0,25.96,352,30.7,40.0,4.8,None,0,None,87.1
37726,Central Railway,Monsoon,Express,31,86.3309855065132,21012,32.1,73.1,52.2,82.6,5.13,14.01,,84.9,78.4,70.5,23.84,141,72.8,72.8,19.1,Track Defect,1,Low,81.5
37727,South Central Railway,Monsoon,Metro,24,88.85381792154045,134703,32.4,93.5,36.2,48.1,4.44,9.97,67.7,64.7,33.9,106.0,23.23,220,54.2,71.4,25.6,Wheel Defect,1,Low,72.3
37728,Western Railway,Summer,Freight,20,43.7715103006239,28507,33.0,52.9,9.7,62.8,4.23,10.57,107.4,64.2,28.4,106.0,22.33,11,95.3,89.0,14.1,None,0,None,55.8
37729,Western Railway,Monsoon,Freight,20,47.71988863779228,34636,30.4,73.9,,45.1,4.67,8.18,75.4,67.4,59.0,101.6,22.42,3,100.0,76.4,13.0,None,0,None,59.6
37730,Eastern Railway,Winter,Passenger,11,73.26837433844064,117501,24.7,24.8,5.1,20.8,1.63,4.25,60.6,55.8,3.8,106.5,22.85,77,93.4,88.9,7.5,None,0,None,42.2
37731,South Central Railway,Summer,Freight,14,40.47235743673522,176425,39.2,67.9,1.2,48.5,3.0,6.1,73.9,81.0,29.0,97.6,25.17,334,21.4,40.0,3.0,Track Defect,1,Medium,94.1
37732,South Central Railway,Monsoon,Passenger,15,80.61581552941186,117496,31.4,86.1,38.8,33.2,4.07,12.01,77.9,52.6,20.8,115.7,23.65,230,68.4,68.0,78.8,None,0,None,63.7
37733,Western Railway,Monsoon,Express,10,111.60273579199753,165452,30.2,100.0,156.3,34.9,2.71,5.21,74.1,60.4,35.0,99.1,24.17,261,54.1,60.8,18.5,None,0,None,73.4
37734,Northern Railway,Monsoon,Passenger,16,36.964744304772054,28669,28.4,81.6,45.1,37.9,2.23,10.86,68.8,73.8,12.3,118.3,23.04,250,66.4,73.8,29.8,None,0,None,61.9
37735,Northern Railway,Monsoon,Passenger,8,88.86883286028817,128818,29.6,87.1,73.7,23.6,3.15,6.26,74.7,51.1,17.9,114.4,,234,52.0,49.9,22.8,None,0,None,73.0
37736,South Central Railway,Monsoon,Passenger,25,53.073624821977404,29692,25.4,71.8,57.1,39.1,2.76,12.33,72.1,57.0,53.6,80.7,25.53,104,74.1,59.4,40.0,None,0,None,71.8
37737,Southern Railway,Monsoon,Freight,2,57.73742827273212,132883,31.0,,88.3,0.3,1.95,2.58,60.0,44.2,23.3,109.8,24.88,193,63.3,54.3,1.8,None,0,None,62.9
37738,Western Railway,Monsoon,Passenger,17,78.18942209544068,553704,23.1,65.4,59.3,56.8,3.66,6.65,86.6,77.5,34.1,95.0,23.7,191,58.2,70.6,17.9,None,0,None,73.6
37739,Eastern Railway,Summer,Passenger,9,71.37280798636132,211135,38.4,49.5,2.1,18.7,1.67,4.52,64.1,58.4,53.0,89.6,22.39,150,74.5,75.8,5.0,None,0,None,60.0
37740,Northern Railway,Winter,Freight,19,56.436772236584545,15569,7.9,59.8,0.4,27.5,4.23,7.38,51.1,68.8,47.9,88.8,23.98,69,82.7,89.9,10.0,Brake Failure,1,Critical,53.3
37741,Western Railway,Monsoon,Passenger,33,55.49437131542547,141486,27.9,87.1,50.4,87.4,6.88,16.41,96.5,79.1,70.0,87.7,22.18,129,65.9,55.5,20.8,Track Defect,1,Medium,90.4
37742,Northern Railway,Monsoon,Freight,19,54.721136170986505,32905,36.9,68.4,34.9,43.0,3.1,12.17,65.3,63.3,53.5,97.0,23.52,328,27.9,41.2,26.2,None,0,None,94.0
37743,Western Railway,Summer,Passenger,22,57.319483656385074,202360,33.4,61.8,1.0,48.6,4.75,12.61,79.4,55.6,43.4,93.8,24.58,295,51.4,51.6,7.8,None,0,None,82.6
37744,Central Railway,Summer,Metro,19,65.27845883219254,58835,38.2,55.1,4.2,,4.69,14.19,68.9,63.7,44.9,92.3,25.56,352,32.2,40.0,12.6,Track Defect,1,Medium,92.2
37745,Southern Railway,Summer,Express,12,79.4526134242224,38256,31.5,54.0,4.7,46.9,3.72,5.86,73.7,67.0,23.3,107.0,24.17,37,85.7,88.0,15.1,None,0,None,54.3
37746,Northern Railway,Summer,Express,19,119.76408074040997,118256,33.5,59.5,11.0,46.8,3.62,8.95,141.66,58.9,43.5,90.5,25.73,99,73.1,75.2,3.4,None,0,None,66.2
37747,South Central Railway,Summer,Passenger,4,66.89310869525085,18836,48.6,51.8,1.8,25.1,1.69,10.3,65.5,55.2,26.0,106.5,21.96,252,51.6,51.8,4.3,None,0,None,74.0
37748,Eastern Railway,Monsoon,Metro,30,40.1757952428094,207325,31.9,85.8,40.9,67.9,3.87,18.32,81.4,79.5,92.2,68.4,24.71,233,62.4,50.2,20.8,Track Defect,1,Medium,92.0
37749,Eastern Railway,Monsoon,Express,16,95.99677645962943,422673,23.8,83.5,14.3,44.6,1.91,7.42,72.2,66.4,19.8,103.3,24.31,286,36.7,52.6,28.2,None,0,None,82.0
37750,Southern Railway,Winter,Passenger,14,70.45808885341151,107259,17.0,43.4,0.1,39.9,3.39,4.88,63.5,68.7,21.8,110.4,24.78,149,77.1,73.3,1.9,None,0,None,60.8
37751,Southern Railway,Summer,Freight,34,37.43880530589133,252979,32.5,58.8,1.9,74.5,5.61,14.72,102.0,88.0,67.5,84.3,23.81,335,39.0,42.5,6.0,Track Defect,1,Critical,100.0
37752,Northern Railway,Summer,Freight,25,61.17458617904046,34700,42.9,56.4,5.2,81.5,5.27,13.2,103.9,72.0,66.8,90.9,26.91,112,72.2,65.7,16.6,None,0,None,82.4
37753,Western Railway,Monsoon,Freight,19,67.47618422750443,65386,27.3,,,37.1,2.78,7.87,75.3,69.5,7.9,124.6,24.93,351,22.1,40.0,18.2,None,0,None,87.8
37754,South Central Railway,Monsoon,Express,12,84.18848749977366,67367,33.7,74.8,65.9,31.0,1.57,14.2,72.5,56.2,27.6,106.4,26.58,342,34.9,47.7,32.6,Track Defect,1,Low,82.3
37755,Southern Railway,Monsoon,Freight,17,40.664784429751684,33999,31.2,71.4,121.6,51.6,3.98,13.1,76.0,70.0,37.6,100.4,24.85,269,27.1,40.0,19.2,Brake Failure,1,Medium,94.4
37756,Central Railway,Summer,Metro,34,64.45798462185368,53994,36.4,55.0,0.5,58.2,4.79,18.09,83.5,73.1,57.0,88.0,24.92,312,48.3,54.4,7.6,Track Defect,1,Low,86.8
37757,Northern Railway,Monsoon,Express,25,132.8404021454437,203825,25.5,77.1,42.4,52.2,3.48,11.46,85.2,75.9,56.1,88.1,21.97,70,88.8,98.9,20.3,Wheel Defect,1,High,55.2
37758,Eastern Railway,Winter,Passenger,23,88.13687802379019,138736,25.8,66.6,3.4,36.6,2.16,10.51,69.7,62.5,50.7,87.8,25.88,316,23.7,40.0,2.6,None,0,None,93.6
37759,Eastern Railway,Winter,Express,30,130.967761930888,132668,29.1,63.2,4.1,66.2,4.53,16.77,86.1,81.3,79.6,73.3,24.66,358,37.4,44.3,11.4,Track Defect,1,Low,99.6
37760,Eastern Railway,Monsoon,Metro,15,59.54299989185603,33985,26.6,76.7,66.1,46.9,4.45,6.21,96.1,64.1,27.1,111.5,,25,95.7,89.8,8.0,None,0,None,51.2
37761,South Central Railway,Monsoon,Freight,3,61.87873838900283,97870,35.5,86.1,63.3,29.5,3.05,2.98,71.7,55.9,0.0,117.7,25.93,2,97.5,68.6,20.9,None,0,None,50.7
37762,Northern Railway,Winter,Passenger,28,78.87422982262581,385820,14.6,59.4,4.7,,4.09,12.64,98.5,73.0,75.5,75.1,26.6,70,100.0,90.3,10.6,None,0,None,61.3
37763,Eastern Railway,Winter,Express,18,78.93077909151825,133573,23.2,57.8,0.1,62.4,,12.83,85.8,62.3,39.9,104.4,24.6,238,60.1,63.5,9.8,Brake Failure,1,Low,78.1
37764,Eastern Railway,Monsoon,Passenger,25,76.91688581429746,62544,28.2,84.1,82.5,59.2,4.95,24.54,71.5,64.4,65.7,75.0,23.57,37,83.5,85.1,21.5,Track Defect,1,Medium,65.6
37765,Western Railway,Monsoon,Metro,14,47.67635254272436,180903,33.1,68.0,31.7,33.9,1.67,13.07,78.8,54.3,58.9,89.0,22.7,26,100.0,88.9,16.6,Wheel Defect,1,Medium,51.7
37766,South Central Railway,Monsoon,Passenger,34,71.9650173401546,66630,23.0,92.5,,75.0,4.64,13.82,94.5,76.2,72.3,87.1,26.02,247,52.6,64.6,10.0,None,0,None,88.0
37767,South Central Railway,Winter,Freight,27,53.98190753611003,64901,29.3,46.3,0.4,66.4,4.17,9.74,94.8,73.1,53.9,89.2,23.7,97,74.7,87.8,9.4,Signal Failure,1,High,67.2
